ID_Encuentro (PK);ID_Campeonato (FK);Fecha_Torneo;Partido;ID_EquipoLocal (FK);ID_EquipoVisitante (FK);ID_Locacion (FK);GolesLocal;GolesVisita;Valor Mercado Local;Altura Media Local;Edad Media Local;Valor Mercado Visita;Altura Media Visita;Edad Media Visita;ID_Resultado (FK);Fecha;NombreDia;Apuesta Local;Apuesta Visita;Apuesta Empate
195;1;13;15;36;28;24;0;0; 18.50;1.81;26.07; 56.25;1.77;24.21;3;2015-07-08;miércoles;3.50;2.20;3.00
196;1;14;1;26;30;14;1;2; 16.98;1.79;25.24; 39.73;1.78;26.63;2;2015-05-29;viernes;4.17;1.94;3.14
197;1;14;2;22;35;4;0;2; 8.15;1.80;26.14; 5.30;1.80;26.35;2;2015-05-30;sábado;2.66;2.87;2.89
198;1;14;3;33;2;7;0;0; 8.98;1.80;26.39; 12.05;1.78;24.71;3;2015-05-30;sábado;2.13;3.83;2.97
199;1;14;4;8;16;5;0;1; 13.98;1.82;26.42; 14.30;1.78;24.11;2;2015-05-30;sábado;2.01;4.04;3.08
200;1;14;5;19;36;1;1;0; 33.53;1.78;25.60; 18.50;1.81;26.07;1;2015-05-30;sábado;2.03;3.88;3.15
201;1;14;6;21;6;16;1;1; 32.67;1.78;24.27; 22.93;1.79;24.42;3;2015-05-30;sábado;2.27;3.26;3.10
202;1;14;7;37;17;19;1;0; 7.95;1.79;23.81; 21.20;1.79;23.75;1;2015-05-30;sábado;1.89;3.97;3.19
203;1;14;8;31;14;18;2;2; 11.25;1.78;26.15; 12.05;1.78;25.46;3;2015-05-31;domingo;2.05;3.64;3.23
204;1;14;9;1;27;10;1;2; 8.73;1.79;28.10; 29.08;1.78;26.14;2;2015-05-31;domingo;2.92;2.60;2.91
205;1;14;10;28;29;4;2;0; 56.25;1.77;24.21; 18.35;1.79;25.61;1;2015-05-31;domingo;1.63;5.66;3.56
206;1;14;11;15;12;8;0;0; 37.65;1.80;24.90; 12.13;1.80;24.95;3;2015-05-31;domingo;1.70;5.16;3.46
207;1;14;12;38;9;4;2;0; 28.50;1.78;22.70; 80.93;1.80;24.92;1;2015-05-31;domingo;4.11;1.94;3.19
208;1;14;13;3;13;21;1;0; 27.25;1.80;24.86; 4.40;1.79;25.70;1;2015-06-01;lunes;1.87;4.41;3.25
209;1;14;14;18;4;4;3;2; 13.78;1.78;27.63; 17.08;1.81;24.71;1;2015-06-01;lunes;2.19;3.37;3.13
210;1;14;15;20;23;9;2;0; 30.62;1.82;25.12; 12.97;1.79;25.02;1;2015-06-01;lunes;1.62;5.96;3.55
211;1;15;1;16;37;8;5;2; 14.30;1.78;24.11; 7.95;1.79;23.81;1;2015-06-05;viernes;1.85;4.41;3.30
212;1;15;2;6;33;3;0;0; 22.93;1.79;24.42; 8.98;1.80;26.39;3;2015-06-05;viernes;1.76;4.90;3.34
213;1;15;3;2;26;4;0;2; 12.05;1.78;24.71; 16.98;1.79;25.24;2;2015-06-05;viernes;2.33;3.30;2.95
214;1;15;4;12;18;19;1;1; 12.13;1.80;24.95; 13.78;1.78;27.63;3;2015-06-06;sábado;2.38;3.12;3.03
215;1;15;5;35;20;22;1;1; 5.30;1.80;26.35; 30.62;1.82;25.12;3;2015-06-06;sábado;3.51;2.20;3.03
216;1;15;6;30;8;4;0;0; 39.73;1.78;26.63; 13.98;1.82;26.42;3;2015-06-06;sábado;1.98;4.00;3.20
217;1;15;7;13;31;12;3;1; 4.40;1.79;25.70; 11.25;1.78;26.15;1;2015-06-07;domingo;2.54;2.90;3.00
218;1;15;8;29;19;16;1;1; 18.35;1.79;25.61; 33.53;1.78;25.60;3;2015-06-07;domingo;2.06;3.72;3.15
219;1;15;9;4;22;15;2;0; 17.08;1.81;24.71; 8.15;1.80;26.14;1;2015-06-07;domingo;1.51;7.07;3.72
220;1;15;10;27;38;1;3;1; 29.08;1.78;26.14; 28.50;1.78;22.70;1;2015-06-07;domingo;1.74;5.01;3.36
221;1;15;11;9;21;4;4;0; 80.93;1.80;24.92; 32.67;1.78;24.27;1;2015-06-07;domingo;1.57;6.22;3.65
222;1;15;12;17;3;11;0;0; 21.20;1.79;23.75; 27.25;1.80;24.86;3;2015-06-07;domingo;2.02;3.99;3.08
223;1;15;13;23;28;2;1;1; 12.97;1.79;25.02; 56.25;1.77;24.21;3;2015-06-07;domingo;4.79;1.81;3.20
224;1;15;14;36;1;24;2;1; 18.50;1.81;26.07; 8.73;1.79;28.10;1;2015-06-08;lunes;1.86;4.36;3.28
225;1;15;15;14;15;6;0;1; 12.05;1.78;25.46; 37.65;1.80;24.90;2;2015-06-08;lunes;3.21;2.29;3.09
226;1;16;1;3;16;21;0;1; 27.25;1.80;24.86; 14.30;1.78;24.11;2;2015-07-10;viernes;3.34;2.28;2.98
227;1;16;2;15;31;8;0;0; 37.65;1.80;24.90; 11.25;1.78;26.15;3;2015-07-10;viernes;1.70;5.24;3.43
228;1;16;3;8;2;5;2;1; 13.98;1.82;26.42; 12.05;1.78;24.71;1;2015-07-11;sábado;1.59;6.48;3.52
229;1;16;4;28;35;4;1;1; 56.25;1.77;24.21; 5.30;1.80;26.35;3;2015-07-11;sábado;1.45;7.70;3.98
230;1;16;5;37;30;19;1;1; 7.95;1.79;23.81; 39.73;1.78;26.63;3;2015-07-11;sábado;3.40;2.23;3.05
231;1;16;6;26;6;14;0;1; 16.98;1.79;25.24; 22.93;1.79;24.42;2;2015-07-11;sábado;3.16;2.37;3.01
232;1;16;7;18;14;4;0;0; 13.78;1.78;27.63; 12.05;1.78;25.46;3;2015-07-11;sábado;2.19;3.42;3.10
233;1;16;8;20;4;9;3;0; 30.62;1.82;25.12; 17.08;1.81;24.71;1;2015-07-11;sábado;1.74;4.80;3.45
234;1;16;9;22;12;4;0;0; 8.15;1.80;26.14; 12.13;1.80;24.95;3;2015-07-12;domingo;2.79;2.74;2.89
235;1;16;10;19;23;1;3;1; 33.53;1.78;25.60; 12.97;1.79;25.02;1;2015-07-12;domingo;1.68;5.56;3.39
236;1;16;11;21;27;16;3;0; 32.67;1.78;24.27; 29.08;1.78;26.14;1;2015-07-12;domingo;3.56;2.20;3.00
237;1;16;12;17;13;11;3;0; 21.20;1.79;23.75; 4.40;1.79;25.70;1;2015-07-12;domingo;1.79;4.89;3.25
238;1;16;13;33;9;7;0;1; 8.98;1.80;26.39; 80.93;1.80;24.92;2;2015-07-12;domingo;5.17;1.73;3.33
239;1;16;14;1;29;10;1;3; 8.73;1.79;28.10; 18.35;1.79;25.61;2;2015-07-13;lunes;3.54;2.16;3.03
240;1;16;15;38;36;4;2;2; 28.50;1.78;22.70; 18.50;1.81;26.07;3;2015-07-13;lunes;2.59;2.93;2.92
241;1;17;1;30;3;4;3;0; 39.73;1.78;26.63; 27.25;1.80;24.86;1;2015-07-17;viernes;1.50;7.35;3.75
242;1;17;2;6;8;3;1;2; 22.93;1.79;24.42; 13.98;1.82;26.42;2;2015-07-17;viernes;2.44;3.07;2.99
243;1;17;3;23;1;2;3;1; 12.97;1.79;25.02; 8.73;1.79;28.10;1;2015-07-18;sábado;2.29;3.42;2.92
244;1;17;4;9;26;4;2;1; 80.93;1.80;24.92; 16.98;1.79;25.24;1;2015-07-18;sábado;1.31;11.24;4.79
245;1;17;5;14;22;6;2;1; 12.05;1.78;25.46; 8.15;1.80;26.14;1;2015-07-18;sábado;1.69;5.37;3.44
246;1;17;6;4;28;15;1;5; 17.08;1.81;24.71; 56.25;1.77;24.21;2;2015-07-18;sábado;3.36;2.25;3.05
247;1;17;7;27;33;1;2;1; 29.08;1.78;26.14; 8.98;1.80;26.39;1;2015-07-18;sábado;1.52;7.37;3.73
248;1;17;8;12;20;19;1;2; 12.13;1.80;24.95; 30.62;1.82;25.12;2;2015-07-18;sábado;3.49;2.26;2.97
249;1;17;9;36;21;24;0;0; 18.50;1.81;26.07; 32.67;1.78;24.27;3;2015-07-19;domingo;2.33;3.24;2.99
250;1;17;10;31;18;18;3;2; 11.25;1.78;26.15; 13.78;1.78;27.63;1;2015-07-19;domingo;2.21;3.40;3.07
251;1;17;11;29;38;16;0;0; 18.35;1.79;25.61; 28.50;1.78;22.70;3;2015-07-19;domingo;1.69;5.12;3.54
252;1;17;12;35;19;22;0;1; 5.30;1.80;26.35; 33.53;1.78;25.60;2;2015-07-19;domingo;3.13;2.43;2.96
253;1;17;13;16;17;8;2;0; 14.30;1.78;24.11; 21.20;1.79;23.75;1;2015-07-20;lunes;1.81;4.75;3.25
254;1;17;14;13;15;12;1;2; 4.40;1.79;25.70; 37.65;1.80;24.90;2;2015-07-20;lunes;3.91;2.08;3.01
255;1;17;15;2;37;4;1;2; 12.05;1.78;24.71; 7.95;1.79;23.81;2;2015-07-20;lunes;2.40;3.25;2.89
256;1;18;1;1;35;10;0;0; 8.73;1.79;28.10; 5.30;1.80;26.35;3;2015-07-24;viernes;2.16;3.70;2.97
257;1;18;2;16;13;8;2;1; 14.30;1.78;24.11; 4.40;1.79;25.70;1;2015-07-25;sábado;1.42;8.08;4.09
258;1;18;3;33;36;7;0;1; 8.98;1.80;26.39; 18.50;1.81;26.07;2;2015-07-25;sábado;2.70;2.88;2.86
259;1;18;4;28;12;4;3;1; 56.25;1.77;24.21; 12.13;1.80;24.95;1;2015-07-25;sábado;1.44;7.86;4.04
260;1;18;5;37;6;19;0;0; 7.95;1.79;23.81; 22.93;1.79;24.42;3;2015-07-25;sábado;2.74;2.70;2.99
261;1;18;6;19;4;1;2;0; 33.53;1.78;25.60; 17.08;1.81;24.71;1;2015-07-25;sábado;1.45;7.44;4.19
262;1;18;7;38;23;4;0;2; 28.50;1.78;22.70; 12.97;1.79;25.02;2;2015-07-25;sábado;2.10;3.90;2.99
263;1;18;8;17;30;11;1;1; 21.20;1.79;23.75; 39.73;1.78;26.63;3;2015-07-26;domingo;3.25;2.38;2.92
264;1;18;9;21;29;16;0;1; 32.67;1.78;24.27; 18.35;1.79;25.61;2;2015-07-26;domingo;2.66;2.87;2.90
265;1;18;10;26;27;14;2;1; 16.98;1.79;25.24; 29.08;1.78;26.14;1;2015-07-26;domingo;4.24;1.97;3.15
266;1;18;11;18;15;4;1;0; 13.78;1.78;27.63; 37.65;1.80;24.90;1;2015-07-26;domingo;2.84;2.62;2.96
267;1;18;12;20;14;9;0;1; 30.62;1.82;25.12; 12.05;1.78;25.46;2;2015-07-26;domingo;1.73;5.15;3.46
268;1;18;13;8;9;5;0;1; 13.98;1.82;26.42; 80.93;1.80;24.92;2;2015-07-26;domingo;3.23;2.35;2.99
269;1;18;14;22;31;4;0;0; 8.15;1.80;26.14; 11.25;1.78;26.15;3;2015-07-27;lunes;2.97;2.60;2.87
270;1;18;15;3;2;21;3;2; 27.25;1.80;24.86; 12.05;1.78;24.71;1;2015-07-27;lunes;2.34;3.39;2.87
271;1;19;1;4;1;15;2;1; 17.08;1.81;24.71; 8.73;1.79;28.10;1;2015-07-31;viernes;2.27;3.32;3.04
272;1;19;2;35;38;22;2;1; 5.30;1.80;26.35; 28.50;1.78;22.70;1;2015-07-31;viernes;2.55;3.05;2.85
273;1;19;3;2;17;4;0;0; 12.05;1.78;24.71; 21.20;1.79;23.75;3;2015-08-01;sábado;2.46;3.23;2.83
274;1;19;4;15;22;8;1;0; 37.65;1.80;24.90; 8.15;1.80;26.14;1;2015-08-01;sábado;1.51;7.15;3.72
275;1;19;5;30;16;4;1;0; 39.73;1.78;26.63; 14.30;1.78;24.11;1;2015-08-01;sábado;2.10;3.73;3.02
276;1;19;6;12;19;19;0;1; 12.13;1.80;24.95; 33.53;1.78;25.60;2;2015-08-01;sábado;3.70;2.11;3.07
277;1;19;7;29;33;16;1;1; 18.35;1.79;25.61; 8.98;1.80;26.39;3;2015-08-01;sábado;1.55;6.61;3.62
278;1;19;8;23;21;2;2;0; 12.97;1.79;25.02; 32.67;1.78;24.27;1;2015-08-02;domingo;2.58;3.00;2.85
279;1;19;9;27;8;1;0;0; 29.08;1.78;26.14; 13.98;1.82;26.42;3;2015-08-02;domingo;2.07;3.74;3.08
280;1;19;10;13;18;12;3;3; 4.40;1.79;25.70; 13.78;1.78;27.63;3;2015-08-02;domingo;3.27;2.35;2.99
281;1;19;11;9;37;4;3;4; 80.93;1.80;24.92; 7.95;1.79;23.81;2;2015-08-02;domingo;1.38;8.64;4.40
282;1;19;12;36;26;24;0;1; 18.50;1.81;26.07; 16.98;1.79;25.24;2;2015-08-03;lunes;1.88;4.49;3.16
283;1;19;13;6;3;3;4;1; 22.93;1.79;24.42; 27.25;1.80;24.86;1;2015-08-03;lunes;1.71;5.11;3.41
284;1;19;14;31;20;18;1;1; 11.25;1.78;26.15; 30.62;1.82;25.12;3;2015-08-11;martes;2.96;2.52;3.00
285;1;19;15;14;28;6;1;0; 12.05;1.78;25.46; 56.25;1.77;24.21;1;2015-10-14;miércoles;2.85;2.50;3.09
286;1;20;1;33;23;7;0;0; 8.98;1.80;26.39; 12.97;1.79;25.02;3;2015-08-14;viernes;2.36;3.32;2.90
287;1;20;2;8;36;5;1;0; 13.98;1.82;26.42; 18.50;1.81;26.07;1;2015-08-14;viernes;1.93;4.29;3.14
288;1;20;3;19;14;1;1;0; 33.53;1.78;25.60; 12.05;1.78;25.46;1;2015-08-14;viernes;1.64;5.50;3.57
289;1;20;4;22;18;4;3;0; 8.15;1.80;26.14; 13.78;1.78;27.63;1;2015-08-15;sábado;3.31;2.33;2.95
290;1;20;5;17;6;11;1;2; 21.20;1.79;23.75; 22.93;1.79;24.42;2;2015-08-15;sábado;2.37;3.19;3.02
291;1;20;6;1;12;10;1;1; 8.73;1.79;28.10; 12.13;1.80;24.95;3;2015-08-15;sábado;2.06;3.95;3.04
292;1;20;7;37;27;19;1;2; 7.95;1.79;23.81; 29.08;1.78;26.14;2;2015-08-15;sábado;2.99;2.47;3.01
293;1;20;8;20;15;9;0;0; 30.62;1.82;25.12; 37.65;1.80;24.90;3;2015-08-15;sábado;2.47;3.13;2.92
294;1;20;9;16;2;8;4;2; 14.30;1.78;24.11; 12.05;1.78;24.71;1;2015-08-16;domingo;1.57;6.47;3.59
295;1;20;10;30;13;4;2;1; 39.73;1.78;26.63; 4.40;1.79;25.70;1;2015-08-16;domingo;1.31;10.11;4.87
296;1;20;11;38;4;4;2;2; 28.50;1.78;22.70; 17.08;1.81;24.71;3;2015-08-16;domingo;1.94;4.12;3.19
297;1;20;12;21;35;16;0;0; 32.67;1.78;24.27; 5.30;1.80;26.35;3;2015-08-16;domingo;1.80;5.00;3.23
298;1;20;13;3;9;21;1;2; 27.25;1.80;24.86; 80.93;1.80;24.92;2;2015-08-16;domingo;7.89;1.46;3.99
299;1;20;14;28;31;4;0;1; 56.25;1.77;24.21; 11.25;1.78;26.15;2;2015-08-17;lunes;1.30;10.64;4.90
300;1;20;15;26;29;14;3;1; 16.98;1.79;25.24; 18.35;1.79;25.61;1;2015-08-17;lunes;3.41;2.25;2.99
301;1;21;1;4;21;15;1;1; 17.08;1.81;24.71; 32.67;1.78;24.27;3;2015-08-21;viernes;2.94;2.58;2.97
302;1;21;2;6;16;3;1;0; 22.93;1.79;24.42; 14.30;1.78;24.11;1;2015-08-21;viernes;2.43;3.00;3.08
303;1;21;3;23;26;2;0;1; 12.97;1.79;25.02; 16.98;1.79;25.24;2;2015-08-22;sábado;2.29;3.46;2.92
304;1;21;4;27;3;1;2;1; 29.08;1.78;26.14; 27.25;1.80;24.86;1;2015-08-22;sábado;1.44;7.54;4.13
305;1;21;5;12;38;19;0;0; 12.13;1.80;24.95; 28.50;1.78;22.70;3;2015-08-22;sábado;2.56;2.99;2.92
306;1;21;6;31;19;18;1;1; 11.25;1.78;26.15; 33.53;1.78;25.60;3;2015-08-22;sábado;2.57;2.96;2.97
307;1;21;7;2;30;4;2;3; 12.05;1.78;24.71; 39.73;1.78;26.63;2;2015-08-22;sábado;4.22;1.97;3.11
308;1;21;8;13;22;12;0;1; 4.40;1.79;25.70; 8.15;1.80;26.14;2;2015-08-23;domingo;2.08;3.83;3.03
309;1;21;9;29;8;16;3;1; 18.35;1.79;25.61; 13.98;1.82;26.42;1;2015-08-23;domingo;2.18;3.62;2.98
310;1;21;10;18;20;4;0;0; 13.78;1.78;27.63; 30.62;1.82;25.12;3;2015-08-23;domingo;2.86;2.60;2.98
311;1;21;11;36;37;24;2;1; 18.50;1.81;26.07; 7.95;1.79;23.81;1;2015-08-23;domingo;1.87;4.42;3.23
312;1;21;12;9;17;4;2;0; 80.93;1.80;24.92; 21.20;1.79;23.75;1;2015-08-23;domingo;1.38;8.75;4.38
313;1;21;13;15;28;8;2;1; 37.65;1.80;24.90; 56.25;1.77;24.21;1;2015-08-23;domingo;3.04;2.58;2.84
314;1;21;14;14;1;6;4;0; 12.05;1.78;25.46; 8.73;1.79;28.10;1;2015-08-24;lunes;1.91;4.11;3.31
315;1;21;15;35;33;22;0;0; 5.30;1.80;26.35; 8.98;1.80;26.39;3;2015-08-24;lunes;2.56;3.15;2.77
316;1;22;1;2;13;4;4;0; 12.05;1.78;24.71; 4.40;1.79;25.70;1;2015-08-28;viernes;2.01;4.02;3.09
317;1;22;2;26;35;14;0;0; 16.98;1.79;25.24; 5.30;1.80;26.35;3;2015-08-29;sábado;1.91;4.47;3.11
318;1;22;3;1;31;10;2;0; 8.73;1.79;28.10; 11.25;1.78;26.15;1;2015-08-29;sábado;2.31;3.34;2.99
319;1;22;4;16;9;8;1;2; 14.30;1.78;24.11; 80.93;1.80;24.92;2;2015-08-29;sábado;3.17;2.38;2.99
320;1;22;5;38;14;4;2;1; 28.50;1.78;22.70; 12.05;1.78;25.46;1;2015-08-29;sábado;2.53;2.89;3.03
321;1;22;6;21;12;16;0;1; 32.67;1.78;24.27; 12.13;1.80;24.95;2;2015-08-29;sábado;1.68;5.69;3.37
322;1;22;7;3;36;21;2;0; 27.25;1.80;24.86; 18.50;1.81;26.07;1;2015-08-30;domingo;3.05;2.49;2.94
323;1;22;8;30;6;4;0;0; 39.73;1.78;26.63; 22.93;1.79;24.42;3;2015-08-30;domingo;1.85;4.46;3.26
324;1;22;9;33;4;7;0;1; 8.98;1.80;26.39; 17.08;1.81;24.71;2;2015-08-30;domingo;2.09;3.83;3.02
325;1;22;10;28;18;4;1;1; 56.25;1.77;24.21; 13.78;1.78;27.63;3;2015-08-30;domingo;1.38;8.65;4.40
326;1;22;11;37;29;19;0;1; 7.95;1.79;23.81; 18.35;1.79;25.61;2;2015-08-30;domingo;3.23;2.37;2.99
327;1;22;12;19;15;1;1;1; 33.53;1.78;25.60; 37.65;1.80;24.90;3;2015-08-30;domingo;2.27;3.56;2.87
328;1;22;13;8;23;5;0;0; 13.98;1.82;26.42; 12.97;1.79;25.02;3;2015-08-31;lunes;1.72;5.36;3.31
329;1;22;14;20;22;9;1;0; 30.62;1.82;25.12; 8.15;1.80;26.14;1;2015-08-31;lunes;1.46;8.17;3.84
330;1;22;15;17;27;11;1;2; 21.20;1.79;23.75; 29.08;1.78;26.14;2;2015-08-31;lunes;1.46;8.17;3.84
331;1;23;1;36;17;24;2;1; 18.50;1.81;26.07; 21.20;1.79;23.75;1;2015-09-04;viernes;1.95;4.27;3.11
332;1;23;2;6;2;3;1;1; 22.93;1.79;24.42; 12.05;1.78;24.71;3;2015-09-04;viernes;1.72;5.05;3.43
333;1;23;3;13;20;12;1;3; 4.40;1.79;25.70; 30.62;1.82;25.12;2;2015-09-05;sábado;3.94;2.01;3.13
334;1;23;4;29;3;16;1;0; 18.35;1.79;25.61; 27.25;1.80;24.86;1;2015-09-05;sábado;1.55;6.46;3.76
335;1;23;5;12;33;19;0;1; 12.13;1.80;24.95; 8.98;1.80;26.39;2;2015-09-05;sábado;2.61;3.05;2.79
336;1;23;6;18;19;4;1;1; 13.78;1.78;27.63; 33.53;1.78;25.60;3;2015-09-05;sábado;3.09;2.46;2.97
337;1;23;7;14;21;6;1;0; 12.05;1.78;25.46; 32.67;1.78;24.27;1;2015-09-05;sábado;2.30;3.23;3.08
338;1;23;8;35;8;22;2;1; 5.30;1.80;26.35; 13.98;1.82;26.42;1;2015-09-05;sábado;3.43;2.30;2.91
339;1;23;9;22;28;4;1;4; 8.15;1.80;26.14; 56.25;1.77;24.21;2;2015-09-06;domingo;5.57;1.66;3.55
340;1;23;10;31;38;18;3;1; 11.25;1.78;26.15; 28.50;1.78;22.70;1;2015-09-06;domingo;2.25;3.40;3.02
341;1;23;11;9;30;4;0;1; 80.93;1.80;24.92; 39.73;1.78;26.63;2;2015-09-06;domingo;1.95;4.16;3.16
342;1;23;12;23;37;2;0;0; 12.97;1.79;25.02; 7.95;1.79;23.81;3;2015-09-06;domingo;2.00;4.09;3.08
343;1;23;13;27;16;1;2;0; 29.08;1.78;26.14; 14.30;1.78;24.11;1;2015-09-06;domingo;2.19;3.49;3.06
344;1;23;14;4;26;15;2;4; 17.08;1.81;24.71; 16.98;1.79;25.24;2;2015-09-07;lunes;2.26;3.33;3.06
345;1;23;15;15;1;8;2;1; 37.65;1.80;24.90; 8.73;1.79;28.10;1;2015-09-07;lunes;1.56;6.94;3.57
346;1;24;1;14;3;6;1;0; 12.05;1.78;25.46; 27.25;1.80;24.86;1;2015-09-11;viernes;1.75;4.87;3.43
347;1;24;2;22;2;4;1;2; 8.15;1.80;26.14; 12.05;1.78;24.71;2;2015-09-12;sábado;2.68;2.82;2.91
348;1;24;3;19;27;1;3;0; 33.53;1.78;25.60; 29.08;1.78;26.14;1;2015-09-12;sábado;2.46;3.06;2.95
349;1;24;4;31;17;18;1;2; 11.25;1.78;26.15; 21.20;1.79;23.75;2;2015-09-12;sábado;2.34;3.27;2.96
350;1;24;5;18;30;4;1;0; 13.78;1.78;27.63; 39.73;1.78;26.63;1;2015-09-12;sábado;3.49;2.17;3.08
351;1;24;6;23;33;2;1;0; 12.97;1.79;25.02; 8.98;1.80;26.39;1;2015-09-12;sábado;2.38;3.45;2.82
352;1;24;7;4;8;15;1;1; 17.08;1.81;24.71; 13.98;1.82;26.42;3;2015-09-12;sábado;2.96;2.48;3.03
353;1;24;8;36;38;24;3;0; 18.50;1.81;26.07; 28.50;1.78;22.70;1;2015-09-12;sábado;1.84;4.53;3.19
354;1;24;9;29;21;16;0;0; 18.35;1.79;25.61; 32.67;1.78;24.27;3;2015-09-13;domingo;1.97;4.15;3.10
355;1;24;10;15;16;8;1;1; 37.65;1.80;24.90; 14.30;1.78;24.11;3;2015-09-13;domingo;2.24;3.51;2.98
356;1;24;11;12;37;19;0;0; 12.13;1.80;24.95; 7.95;1.79;23.81;3;2015-09-13;domingo;2.77;2.77;2.89
357;1;24;12;28;9;4;0;1; 56.25;1.77;24.21; 80.93;1.80;24.92;2;2015-09-13;domingo;2.42;3.18;2.95
358;1;24;13;20;6;9;0;1; 30.62;1.82;25.12; 22.93;1.79;24.42;2;2015-09-13;domingo;2.21;3.43;3.03
359;1;24;14;1;13;10;2;0; 8.73;1.79;28.10; 4.40;1.79;25.70;1;2015-09-14;lunes;1.70;5.05;3.51
360;1;24;15;35;26;22;0;0; 5.30;1.80;26.35; 16.98;1.79;25.24;3;2015-09-14;lunes;2.57;3.04;2.85
361;1;25;1;33;14;7;2;1; 8.98;1.80;26.39; 12.05;1.78;25.46;1;2015-09-18;viernes;2.67;2.91;2.87
362;1;25;2;1;18;10;0;0; 8.73;1.79;28.10; 13.78;1.78;27.63;3;2015-09-19;sábado;2.48;2.97;3.03
363;1;25;3;17;29;11;1;3; 21.20;1.79;23.75; 18.35;1.79;25.61;2;2015-09-19;sábado;2.97;2.54;2.94
364;1;25;4;2;9;4;1;3; 12.05;1.78;24.71; 80.93;1.80;24.92;2;2015-09-19;sábado;5.65;1.66;3.45
365;1;25;5;19;22;1;2;1; 33.53;1.78;25.60; 8.15;1.80;26.14;1;2015-09-19;sábado;1.42;8.35;4.08
366;1;25;6;16;36;8;1;1; 14.30;1.78;24.11; 18.50;1.81;26.07;3;2015-09-19;sábado;2.08;3.82;3.05
367;1;25;7;21;31;16;1;0; 32.67;1.78;24.27; 11.25;1.78;26.15;1;2015-09-19;sábado;1.69;5.51;3.38
368;1;25;8;38;15;4;0;1; 28.50;1.78;22.70; 37.65;1.80;24.90;2;2015-09-19;sábado;3.49;2.28;2.92
369;1;25;9;3;23;21;2;1; 27.25;1.80;24.86; 12.97;1.79;25.02;1;2015-09-20;domingo;2.41;3.27;2.88
370;1;25;10;6;13;3;2;1; 22.93;1.79;24.42; 4.40;1.79;25.70;1;2015-09-20;domingo;1.35;9.33;4.63
371;1;25;11;37;35;19;2;1; 7.95;1.79;23.81; 5.30;1.80;26.35;1;2015-09-20;domingo;1.87;4.47;3.23
372;1;25;12;28;20;4;1;1; 56.25;1.77;24.21; 30.62;1.82;25.12;3;2015-09-20;domingo;1.61;6.20;3.52
373;1;25;13;30;27;4;2;1; 39.73;1.78;26.63; 29.08;1.78;26.14;1;2015-09-20;domingo;2.14;3.63;3.07
374;1;25;14;8;4;5;0;0; 13.98;1.82;26.42; 17.08;1.81;24.71;3;2015-09-21;lunes;1.69;5.12;3.55
375;1;25;15;26;12;14;1;0; 16.98;1.79;25.24; 12.13;1.80;24.95;1;2015-09-21;lunes;2.00;3.96;3.12
376;1;26;1;23;17;2;1;0; 12.97;1.79;25.02; 21.20;1.79;23.75;1;2015-09-25;viernes;2.42;3.34;2.82
377;1;26;2;22;1;4;3;1; 8.15;1.80;26.14; 8.73;1.79;28.10;1;2015-09-26;sábado;2.68;2.76;2.91
378;1;26;3;4;37;15;2;3; 17.08;1.81;24.71; 7.95;1.79;23.81;2;2015-09-26;sábado;2.28;3.23;3.09
379;1;26;4;36;30;24;1;1; 18.50;1.81;26.07; 39.73;1.78;26.63;3;2015-09-26;sábado;2.93;2.61;2.89
380;1;26;5;12;8;19;0;1; 12.13;1.80;24.95; 13.98;1.82;26.42;2;2015-09-26;sábado;3.30;2.39;2.87
381;1;26;6;13;28;12;0;1; 4.40;1.79;25.70; 56.25;1.77;24.21;2;2015-09-26;sábado;7.70;1.44;4.09
382;1;26;7;27;2;1;1;0; 29.08;1.78;26.14; 12.05;1.78;24.71;1;2015-09-26;sábado;1.43;7.97;4.08
383;1;26;8;29;16;16;4;0; 18.35;1.79;25.61; 14.30;1.78;24.11;1;2015-09-27;domingo;2.03;3.88;3.13
384;1;26;9;18;38;4;0;0; 13.78;1.78;27.63; 28.50;1.78;22.70;3;2015-09-27;domingo;2.18;3.58;3.01
385;1;26;10;14;26;6;0;1; 12.05;1.78;25.46; 16.98;1.79;25.24;2;2015-09-27;domingo;1.92;4.35;3.16
386;1;26;11;9;6;4;3;0; 80.93;1.80;24.92; 22.93;1.79;24.42;1;2015-09-27;domingo;1.59;5.82;3.78
387;1;26;12;31;33;18;0;1; 11.25;1.78;26.15; 8.98;1.80;26.39;2;2015-09-27;domingo;2.19;3.65;2.95
388;1;26;13;20;19;9;1;1; 30.62;1.82;25.12; 33.53;1.78;25.60;3;2015-09-27;domingo;2.58;3.04;2.84
389;1;26;14;35;3;22;1;2; 5.30;1.80;26.35; 27.25;1.80;24.86;2;2015-09-28;lunes;2.60;2.98;2.85
390;1;26;15;15;21;8;0;2; 37.65;1.80;24.90; 32.67;1.78;24.27;2;2015-09-28;lunes;2.02;4.20;2.98
391;1;27;1;8;14;5;1;0; 13.98;1.82;26.42; 12.05;1.78;25.46;1;2015-10-02;viernes;1.92;4.27;3.17
392;1;27;2;26;31;14;2;0; 16.98;1.79;25.24; 11.25;1.78;26.15;1;2015-10-02;viernes;2.09;3.72;3.10
393;1;27;3;3;4;21;1;1; 27.25;1.80;24.86; 17.08;1.81;24.71;3;2015-10-03;sábado;2.12;3.63;3.08
394;1;27;4;33;15;7;0;1; 8.98;1.80;26.39; 37.65;1.80;24.90;2;2015-10-03;sábado;3.07;2.58;2.80
